,4b5f35d0-f60f-4dbf-8ea9-bf0fcb9fbb6a,48e467ca-6f84-40e8-8023-d98c2f40ec42,7518e852-5da2-4ef4-ac7c-be96b193724f,a3078d2f-4d1f-40ec-ae2e-7f5b719066b7,188ac0f0-93de-4465-b8ed-2239e2587132,7c593fe1-5baa-4581-8685-d872642be81a,59afaefe-d231-4c3f-97f5-0de576b9b432,4c61a61c-677d-45b1-a60b-5e547b6cf83a,e340b0fa-be40-48e5-b638-c0ea63f80456,a3ee5b3f-b19a-4740-9019-8e1f3ee9fdfe,fcdd24c3-74d4-43a1-b9d5-13dc79720a2c,7dddf63c-dbc0-4b2a-8821-b74f3dcce97a,1b6ea12f-6785-4532-b058-b17043d95f0f,04cdc51f-98d6-4517-8b21-a38141da6531,b0ceaba6-7ee6-41d4-877e-495aad15a4d6,5cdfd7ba-dc62-4c64-a2d2-7bfee1c0efb2,43627cfe-2aec-419f-bd69-93d01e85cfb7,0ef801a5-fe1c-404a-8f96-7eb08bde5bcd,4f80bd1e-e7dc-4bd5-929e-a0c33a9883e8,950d5686-0187-4514-a06f-6a92f547156e,0ed09956-c68d-4282-9812-2f02eb95bff7,5c4db8ca-e123-4caa-afd9-5bc8b3ccce2f,fd6b8e6c-47c6-4fc0-814a-52f978b9407a,342968a2-4e08-4886-94b1-daede0fd7542,989e48c7-3c73-4f68-9f7a-e0bde14fc3d3,e6ad56f4-853c-4a6d-bd3d-faabe546361e,47307512-8b75-49ff-9585-9cfd35a4c8b6,2d73d8ae-3e2a-46de-a46c-1d6d7a5a08f7,c2d88610-d9bc-42a1-a374-e30d74710abe,601e98c4-d3c8-448a-bb34-fb67c7f47a20,bfa1b48e-78ae-4f56-93d8-1eeb35e84bba,9889fbe2-6513-4d06-a275-aa3d508e2c25,9ab5c76e-3c9d-42a9-84d3-94af9638d815,fc2fc56b-bd3d-4795-ace7-6de074db2e90,d21be9a8-c8e6-4a26-b13c-06f443d50df9,28cc47e3-c562-45e5-8fd4-6819e6cd6c65,0d478ca8-6d3e-4f09-a315-f4dcc0264bf6,07deb106-4b45-4e25-8c84-fce6a263eab8,c84bd17e-eb24-4754-8f5e-ecbde16f7d4e,711630c3-610b-4a8e-9478-4eeb40ae933a,da1993ec-e8f6-46cb-a955-858da98d2f97,91b8f716-dcc4-4e8b-b011-39edbb011827,65338133-f47f-45f5-825e-5b9c45ce13d9,41957be1-9839-493b-a362-5d04fc080767,2cb76270-ae98-4c6f-9e5f-1fe17ce6ce2b,3b3ed463-3314-4859-bc71-f86934be9020,2eca7a6c-41da-4d9e-8a2d-65b2c3cdc27e,6013131b-db47-4898-ba49-f9d143a2ef82,62f8f76b-5121-4240-a44b-74512926fdd8,1a9f11ca-2647-424e-b8c3-f7bd2c6c3cfa,df9d87ac-c090-4033-9c2d-b157352f39c0,d2903b7a-a5d8-40c5-9d07-d6e17f3a8fcd,b9070501-5d5b-4b27-9a76-1b9e4c09385c,71da602c-6e5b-4cc8-b894-bdd8d0ba0800,90700816-edd9-4a57-a101-551177eb9783,6dc96314-98f7-494e-bc0c-343a075f6841,52e14fdf-4225-4674-bdf5-906e40482d48,61b561a0-aebc-49d9-a6b2-e89bf3b96a5d,173a58c5-80f7-40cb-ac6e-0bd44a59a448,c2d59a31-b606-4f5d-8388-8ae302fa0360,d6576a8c-36d5-4f01-aa85-6b35fe248145,d39ccd3e-7ae6-4364-a783-0acb96476c6f,db197a9e-f5bf-4b3b-a38b-25549b795bc0,5e7a56d5-2b26-47c2-9ce5-649dab2cc1bb,64e155d8-57ca-4e68-9277-78db7c84c139,053bffc1-c364-4a12-b363-b036dd90aba8,b3c41ef8-c94f-4d18-8252-1aa006477aa4,ff71686d-6370-42df-9bfb-a50465463833,2a564608-eac8-4f39-81f9-8b5f96fbae47,154acca1-59c9-4f3c-917b-a101d154c680,8ba665c6-a703-4fd6-b708-1dd787f469e5,52da50c2-1aaf-46fc-b63a-380e908ee4c9,68bad8d6-5c20-4a6e-bb7c-ede3b5a89d99,dfa1e265-49bf-4cfb-b019-a9110a2f645e,bb3d2294-bdcd-473e-8caa-a4fabf646e6f,aa7063ee-0734-4033-9db2-fb9210c87c18,2dee53a5-e295-4ea6-9658-d29053dd3fe4,b5af0fc0-c4a6-4f7a-b9dd-a164fd7bed27,025bca5f-7008-4acf-8c67-4a4b23250b98,bec5f5b4-a402-41c8-987a-2c76c6cb068e
db6f1917-eb2e-410d-b553-c7ad92daad6e,1000,1000,1000,1000,1000,1000,-30,1000,0,1000,1000,-100,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,0,1000,1000,-100,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,0,1000,1000,-100,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,0,1000,1000,-100,-5,1000,1000,-10,1000,1000,1000,1000
d532e9e6-5689-4f40-9007-b57cfab21c8b,1000,-10,1000,-30,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,0,1000,1000,1000,-10,1000,-30,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,0,1000,1000,1000,-10,1000,-30,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,0,1000,1000,1000,-10,1000,-30,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,0,1000,1000
8187e2c3-840a-4adb-99fd-20b6a98b44b2,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-5,1000,1000,1000,-10,1000,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-5,1000,1000,1000,-10,1000,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-5,1000,1000,1000,-10,1000,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-5,1000,1000,1000,-10,1000,1000
43a06304-f47c-486d-9106-5821cfa91f9c,0,1000,-10,1000,1000,1000,1000,-5,1000,1000,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,0,1000,-10,1000,1000,1000,1000,-5,1000,1000,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,0,1000,-10,1000,1000,1000,1000,-5,1000,1000,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,0,1000,-10,1000,1000,1000,1000,-5,1000,1000,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000
917d022f-0f96-4805-beb8-705a2ae8eeed,1000,1000,1000,-100,-5,1000,1000,1000,0,1000,-10,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,-5,1000,1000,1000,0,1000,-10,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,-5,1000,1000,1000,0,1000,-10,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,-5,1000,1000,1000,0,1000,-10,1000,1000,1000,1000,1000,-30,1000,1000,1000
1e82355f-c89e-4a8b-92a8-5359b2e1c355,1000,1000,1000,-100,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,-10,-5,1000,1000,1000,-100,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,-10,-5,1000,1000,1000,-100,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,-10,-5,1000,1000,1000,-100,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,-10,-5
72dc95c8-da81-4dfd-8a64-d8dd5352c78c,1000,-100,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-5,1000,-100,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-5,1000,-100,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-5,1000,-100,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-5
d8b1bfac-8dcc-439e-b22d-a7d213786d49,1000,-5,-100,-30,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,-5,-100,-30,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,-5,-100,-30,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,-5,-100,-30,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000
e3f93307-21d9-4d74-9859-6683f343150f,1000,1000,1000,-100,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-5,-10,1000,1000,1000,1000,-100,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-5,-10,1000,1000,1000,1000,-100,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-5,-10,1000,1000,1000,1000,-100,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-5,-10,1000
3e71bdf2-7b85-47d0-af16-bd460c12a781,-10,-5,-30,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,-10,-5,-30,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,-10,-5,-30,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,-10,-5,-30,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000
5d8b178d-5f5c-4b5a-8c4f-0277442fc64c,-30,1000,1000,-5,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,0,-100,-30,1000,1000,-5,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,0,-100,-30,1000,1000,-5,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,0,-100,-30,1000,1000,-5,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,0,-100
463cd77f-a999-442d-be54-648b55a0c837,-5,1000,1000,-100,-30,1000,0,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,-100,-30,1000,0,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,-100,-30,1000,0,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,-100,-30,1000,0,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000
2f4d28a3-38a7-4d37-97d9-84827294d542,-100,-10,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,-100,-10,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,-100,-10,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,-100,-10,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000
8282eac5-4ea7-41f9-9112-f0324f33d9a4,-100,-30,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-10,1000,-100,-30,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-10,1000,-100,-30,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-10,1000,-100,-30,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-10,1000
3d2fd722-35bd-4646-86b1-fabcda819bd0,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,-10,0,-30,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,-10,0,-30,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,-10,0,-30,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,-10,0,-30,1000
c2268471-e310-4398-82fa-dce450e076c6,1000,-100,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,-30,1000,1000,1000,0,1000,1000,1000,-100,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,-30,1000,1000,1000,0,1000,1000,1000,-100,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,-30,1000,1000,1000,0,1000,1000,1000,-100,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,-30,1000,1000,1000,0,1000,1000
5f92a836-5f0d-47f9-ac66-cc4156fb0b49,-100,-30,-10,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-100,-30,-10,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-100,-30,-10,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-100,-30,-10,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000
8eb48fa7-7b03-4fcd-bb57-ebe876bea6b4,1000,1000,1000,-5,1000,1000,1000,0,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,-5,1000,1000,1000,0,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,-5,1000,1000,1000,0,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,-5,1000,1000,1000,0,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-100
58610cfb-f53c-4f49-b0b6-2f37317fa68e,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,-5,-30,-100,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,-5,-30,-100,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,-5,-30,-100,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,-5,-30,-100
32624528-06d1-487e-9b96-d82d870c96da,-100,1000,1000,1000,1000,1000,1000,1000,-5,1000,0,1000,1000,-30,1000,1000,1000,1000,-10,1000,-100,1000,1000,1000,1000,1000,1000,1000,-5,1000,0,1000,1000,-30,1000,1000,1000,1000,-10,1000,-100,1000,1000,1000,1000,1000,1000,1000,-5,1000,0,1000,1000,-30,1000,1000,1000,1000,-10,1000,-100,1000,1000,1000,1000,1000,1000,1000,-5,1000,0,1000,1000,-30,1000,1000,1000,1000,-10,1000
a9a93de4-0bb9-460b-8508-02ec5abbb298,-100,-30,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,1000,1000,1000,-100,-30,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,1000,1000,1000,-100,-30,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,1000,1000,1000,-100,-30,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,1000,1000,1000
f8e4c2b6-8bd0-4e78-85f2-8212dd91f4a9,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,-5,-30,-100,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,-5,-30,-100,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,-5,-30,-100,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,-5,-30,-100
56e7d766-91a5-4dc8-b606-407087e11bbc,1000,-100,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,-10,1000,-100,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,-10,1000,-100,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,-10,1000,-100,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,-10
49d8cb78-3871-49c1-bbe7-f2da591b898a,-30,1000,1000,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-10,1000,1000,-30,1000,1000,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-10,1000,1000,-30,1000,1000,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-10,1000,1000,-30,1000,1000,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-10,1000,1000
9a5f9025-cd4b-4a36-b4f7-40a7fe2587cc,-100,-30,0,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,-30,0,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,-30,0,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,-30,0,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5
d6b6243b-1953-48cb-a15a-e8927293e58e,-10,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-5,1000,1000,-10,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-5,1000,1000,-10,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-5,1000,1000,-10,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-5,1000,1000
1dee9869-0681-413f-8280-17b2caffa93a,1000,0,1000,1000,1000,1000,1000,-5,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,-5,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,-5,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,-5,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-100
ebe83e38-d3f3-432c-8e42-eaec9cf99010,-100,-5,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-30,-100,-5,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-30,-100,-5,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-30,-100,-5,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-30
7b965d12-20b6-454d-a9ef-ca872a109d18,1000,1000,1000,-100,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,0,1000,-5,1000,1000,1000,-100,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,0,1000,-5,1000,1000,1000,-100,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,0,1000,-5,1000,1000,1000,-100,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,0,1000,-5
a1f6f216-c5fe-4075-a2f2-7e8ca32152f2,0,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,-10,0,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,-10,0,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,-10,0,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,-10
6f2b39eb-72c6-4b54-b094-ef7d1a6c3efb,0,1000,-5,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-30,0,1000,-5,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-30,0,1000,-5,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-30,0,1000,-5,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-30
876292b2-0f4c-4270-ae96-6b8f39b9984c,-30,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,-100,1000,-30,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,-100,1000,-30,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,-100,1000,-30,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,-100,1000
1843b154-aaee-4efb-844d-13be331b9455,-10,1000,1000,-100,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,-100,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,-100,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,-100,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0
bf5dfea2-42fc-4460-a2ba-16fbdfc2b7ff,1000,-100,-30,1000,-5,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-100,-30,1000,-5,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-100,-30,1000,-5,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-100,-30,1000,-5,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000
0998d30f-7914-4fd8-9676-4040983b81f8,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-10,-5,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-10,-5,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-10,-5,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-10,-5
8d3bbb37-db19-4a52-a498-b3daa5c718dc,-100,-5,-30,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-100,-5,-30,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-100,-5,-30,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-100,-5,-30,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000
71e97271-4d5d-4346-a5a1-2fbc63ea3302,1000,1000,-100,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,1000,-30,1000,1000,-5,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,1000,-30,1000,1000,-5,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,1000,-30,1000,1000,-5,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,1000,-30,1000,1000,-5,1000,1000
d02954e3-f78a-4e3f-9d17-7924458bbd47,1000,1000,1000,1000,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-30,1000,1000,1000,1000,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-30,1000,1000,1000,1000,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-30,1000,1000,1000,1000,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-30
8e6cd759-d688-4da3-8946-e0bc56983196,1000,-100,1000,1000,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-30,1000,-100,1000,1000,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-30,1000,-100,1000,1000,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-30,1000,-100,1000,1000,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-30
5ca95e28-bc4e-4af4-babb-43d590e6dc4b,0,1000,1000,1000,-10,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,-100,1000,-30,0,1000,1000,1000,-10,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,-100,1000,-30,0,1000,1000,1000,-10,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,-100,1000,-30,0,1000,1000,1000,-10,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,-100,1000,-30
706d0e4b-f5e8-4877-b785-9abec8e7000e,1000,1000,1000,-5,1000,-30,1000,0,1000,1000,1000,1000,1000,1000,-10,1000,-100,1000,1000,1000,1000,1000,1000,-5,1000,-30,1000,0,1000,1000,1000,1000,1000,1000,-10,1000,-100,1000,1000,1000,1000,1000,1000,-5,1000,-30,1000,0,1000,1000,1000,1000,1000,1000,-10,1000,-100,1000,1000,1000,1000,1000,1000,-5,1000,-30,1000,0,1000,1000,1000,1000,1000,1000,-10,1000,-100,1000,1000,1000
3c9707b0-0ae8-4ac8-b423-2ed08d4d1ad0,-10,1000,1000,-5,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-100,1000,1000,-10,1000,1000,-5,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-100,1000,1000,-10,1000,1000,-5,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-100,1000,1000,-10,1000,1000,-5,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-100,1000,1000
808ab2ed-3266-4862-b760-a20038459543,-10,1000,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,1000,1000,-10,1000,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,1000,1000,-10,1000,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,1000,1000,-10,1000,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,1000,1000
ab6d100b-9d46-465d-afe8-6e3319fa214b,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,1000,-10,1000,1000,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,1000,-10,1000,1000,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,1000,-10,1000,1000,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,1000,-10,1000,1000
