,1f69efc6-b519-4fdd-a352-90f496828a54,22c6f251-ce02-4c5e-a52f-7e5f12746e8d,b73825cf-e3a2-4ac8-8241-1301485a6131,53acf269-44c8-4a2f-b9ef-d22a6339e1af,982eb748-1f36-462c-9acd-270ebcbb7d66,2d10bfe7-2f43-445b-99ad-5836d50f3ceb,91d1796b-cb96-4c2e-b185-5bcd2d250aa1,295dd7fb-c684-4d95-bdf0-708ccf6ce370,b28ae648-20ee-46d5-8f4a-64a8ce78941a,ea85f4a1-e7a5-43e9-86db-a9368889a26e,b01a504c-f7ac-430a-ad9c-24486ae4a54f,34b0e26b-6d34-48d8-a539-88f43db7c852,d02ea9be-8861-4cb3-8fa6-b9a036b7bae7,83a07eba-4360-42a2-a97b-de9caffc38ca,a2cdb7e5-3072-470c-af4f-1813a8e18755,915d48db-96f6-4de4-b9f4-2052a82905d1,78c940a0-7268-46fa-a818-1914559c4895,925715c8-0852-4224-b9d2-2a71913ce9cd,6e4dd23a-ca9e-4a81-aeae-2f84d9dfa92b,870d5c3f-809e-435e-9e4d-a7efb1f58b49,ff802353-d544-4b2e-af6d-1f26fa861ade,b63b32e1-6d3a-4678-874c-777201df2f36,107dcc2a-1d59-425f-aef7-5b2f745812fa,bc94acff-b289-4a9a-b1a4-5d7c84aa9be8,d38b3dfc-47a0-41f1-bd5a-641295e29c53,74df8c7f-1ff3-4641-953b-f2e93a515798,d0d80184-2992-469c-8d15-867951b0a11a,02013562-4bdd-4215-be11-d71224abedc4,a90693e5-3407-4e4f-9f8c-36e26d8402a3,af65ccee-08b7-4f3a-b2fc-3b92756672c8,736fafce-8d8b-4fd9-b5c9-9799aa896e75,a70c6762-0084-4095-a282-1266efa3d6e6,036060ea-785d-44bb-b288-07c3e17037d1,22e6df47-569c-4663-afe1-197d0f05631e,b69a7ed4-dfd1-4c03-86bf-fe2e4a69fb37,88b96041-53ac-4f7d-bbb0-d86c84d5d4b5,d26d3040-d5c8-4537-8dfe-353bb83d3f4a,99cfd235-2867-4293-9e70-55908dd3ea27,1d4e9cc2-55d4-4063-8ec4-ad538ba3b250,c50d5eec-4f4c-4732-bdf2-f2fb34797956,1a30b0c3-b14d-4004-b5b6-6af1c00e6fc4,ab3bc874-40d8-4e05-8e53-57f88bff4cb6,1dccbd38-e0fa-43cc-bb01-3d70e89a9faf,ead6f369-15cf-4fef-9ffb-91f918937371,a56df15e-8b94-4a2d-a2ab-236e95f25e4f,44f0c736-37eb-402a-89bf-1a7b3a157069,4c0555f9-878a-4a95-ba1d-598c625aabbd,36ab9374-6d63-4772-b483-855431e79c08,93133ba0-0f79-4ecb-a677-f8d0ed6841af,b069efcc-f812-46cc-aa49-c2193e718de7,a2d27640-31f8-44cb-8739-cc0e92b40760,ed779159-f4a7-4058-9189-ba254abbed47,bb6b898f-d31c-4bcd-a1f3-a03d3c3adb95,b8649a08-59a4-4377-b18b-d80804cbbdae,bda35145-8402-4a1e-b0e4-9c3df6520144,d1ce4853-7426-4975-af2c-83147fb1f8ba,e82c2f6a-7da4-4d22-9949-e655ee1d8188,4fd8e80a-21c6-4a61-9631-4b8240504b60,9ed54d5b-1b6e-4a82-9f3f-29fc073f0b38,01f821df-6507-4fc8-bbe5-1876db9e5776,1c7e72e1-0490-42d4-9cc6-fef87fa19b10,b828a367-390b-4727-88e5-bd8a9ce14fca,74babb3a-1706-44bd-9abf-c51ec21244b9,4fa9b71e-0ca2-4cb3-a829-c63d2d69b018,2b6c54d1-b109-42c7-b467-06458e32b47b,9bc33650-ff57-4d80-b90e-db5d197e482d,c64cbda8-d051-421e-ae35-b81a66d50959,9c898f57-62a1-440f-bc6a-335ee2deddbb,df6808d4-0875-4109-9230-11cb701a54e3,b4b6c1ca-8d7c-4f9d-bf6a-737fb70bb1e1,a37e6f8d-6a1e-4f9c-ace9-58aff7ae9ae2,3a239d84-7b89-4905-9d10-1f0b9fe352c7,c0715816-795a-431e-aeee-f10c42b035e7,cf06aa0c-f7c7-48d2-8852-e155a052a2e4,d4c83342-f2e3-4c28-8787-94b58042c805,84d09018-f8df-4ba2-8269-ae1fbc5fa536,8339bfe2-af36-4cf0-b704-d23b2d540f0c,d5635128-6a33-4016-a121-fc11db3ff502,79f7a531-5602-4e7b-ae70-cce2d872db96,b1972cd5-1bf6-4031-b687-85bd0089c082
125d54ae-625a-4c7a-ab26-083221a0ad21,0,0,4,5,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0
2aa3e584-e6fe-4b3a-9965-c255e4b6cc64,5,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
7fefeacb-e3cb-46d4-b3ca-16fe15fb4b0d,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4
17dbe09c-1d67-47f7-9010-8aa61fafa7f3,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
6efe28bd-527b-4388-acd5-07f1581ee1f6,2,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
91388e2e-e61c-4bca-8e37-6ab3562ca093,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0
3666ca97-00fa-4296-a23b-86e451966b9c,0,1,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,0,1,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,0,1,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,0,1,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0
000f5bd5-6bac-47c8-84f2-d30c3d7e27ad,5,0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0
eff94d90-cdd2-44e8-9d01-796284e668a4,0,0,0,0,5,0,0,1,0,0,0,0,4,2,0,0,0,3,0,0,0,0,0,0,5,0,0,1,0,0,0,0,4,2,0,0,0,3,0,0,0,0,0,0,5,0,0,1,0,0,0,0,4,2,0,0,0,3,0,0,0,0,0,0,5,0,0,1,0,0,0,0,4,2,0,0,0,3,0,0
35b6162e-5e7c-469e-8006-3a8a09b76ca1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3
a3476364-cc26-44b5-ad65-e62b50dc4102,2,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,0,0
21070425-f7a0-4e09-9438-855af91b5941,0,0,2,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0,0,0,2,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0,0,0,2,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0,0,0,2,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0
b2c58dad-d26c-45e3-be04-fe7e492f9344,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0
2efc3b2e-5e08-4ae9-bb1a-3a2a409bca7a,2,0,5,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0
ac8360ce-22fe-496d-b3d7-39b741579852,2,1,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0
161131c2-233c-499b-8b2e-03d8060af791,3,2,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
0dc7d10d-083f-480a-abcc-1338cba5428d,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,4,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,4,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,4,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,4,2,0,0
636526f2-925e-4536-b18b-a99a1511d5bc,5,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,5,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,5,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,5,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
6f6d410c-4983-4d06-9677-3f51c828cbd6,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0
d904d79a-9657-45f0-8def-2148da8bee7b,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3
ac755696-8a3a-4a12-8207-a97b14a18b16,0,0,1,0,0,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0
71a74d26-99fe-4af1-ade9-0a8e4a7bc8fa,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0
82d1d118-0c01-4ee1-9c4f-fd4509dfef47,0,0,5,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
9423cb62-2273-4944-8613-20e8325cf44e,5,2,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,5,2,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,5,2,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,5,2,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
154eb1f4-77a2-468d-ab68-abe9a57ea804,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
e40f228d-a8c2-43ea-b676-59736dd234f1,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
fe353364-aa87-41c3-b362-3ec15b13276c,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0
972cebda-d5e8-4e54-a13e-6bf23c4cca2d,0,5,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4,0,5,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4,0,5,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4,0,5,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4
72880a88-0c42-474e-9895-71e0760bf982,0,0,0,0,0,0,4,0,1,0,0,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,2,0,0,3,0,0,0,0
976bd011-c8ca-466c-a53f-4775240981e6,0,3,0,4,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
fd623adf-7591-43fe-ad61-dc5c771426c6,5,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0
63a7a14b-2d63-481c-af00-56a2af90be41,1,0,3,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,0
519229ac-c4f4-4756-8fc6-cecc834561a4,0,0,0,5,2,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,2,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,2,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,2,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0
3cc2ffe6-9ef8-47a2-92b0-bc117190642a,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2
ab1f819c-fe18-46d3-bcaf-90eccc30fb2a,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
1be39903-e880-403f-93cc-668fd817e6a9,0,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
5c76f0b5-3c46-461c-8d49-adb44d493a5e,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0
42c391a8-6cce-4a42-a299-41a446547dd2,3,2,4,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,3,2,4,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,3,2,4,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,3,2,4,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0
af2c9afd-ba13-43fa-a3f4-9c3ab7f59c21,4,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5,4,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5,4,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5,4,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5
d4243d71-f510-4f6a-8d0a-27060293b3da,2,0,0,5,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,5,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,5,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,5,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
e36ae064-1d63-47d1-8938-dc4b6f1cee67,5,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
778330c7-e0c0-4e87-9212-693557095b00,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
123db835-0fbe-4b1d-ba7f-f34c3b4f3017,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1,4,0
3bcf93df-121b-4ba9-99ef-f1ee6a679a94,0,5,0,3,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0
8cb44a26-4f54-4a6a-a8f8-05355901fcf4,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60593d1d-1e30-4302-a19a-93afa2b6d7dc,0,0,0,2,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,5
58228cdc-be12-4b48-9954-ed9a5335ab4b,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,5
3571f86f-7dba-419b-bd2f-292710dec251,5,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,3,0
a9b86daf-ad36-4c08-b437-2f1f55028305,5,4,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
d0cd2074-1b83-4620-9455-af641975a169,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,5
396eda00-6205-4bba-87f9-f87dbad9802f,0,5,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,3
0627ec2c-b519-4381-b271-c24e90c5f831,4,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,4,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,4,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,4,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0
b2bb5b10-5a5e-450c-ba26-f588245f131b,5,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,5,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,5,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,5,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
ced66983-fc9f-4ad1-b849-8128d6164571,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0
d5c71ab5-2e0e-461d-b40a-946aee554bb1,0,1,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,5
1eab6255-593c-4357-9be2-f0c11e3a3d5f,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
cb40a8a6-794f-408b-a192-d91c60465db3,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2
47f59f2d-f684-4af5-a866-8b5c1756d772,1,5,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,5,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,5,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,5,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
e35034f7-0be5-4c58-a675-474bc4dbd7c4,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
78027bd2-e6f3-4130-808d-71654620e961,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0
a1a57e7e-fc5e-434f-a0a4-ac9031809985,3,0,0,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
4080b9f2-5de4-4d65-8731-9a2002f4fb63,0,5,4,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
91d51c7b-2fc6-48d6-bcae-af56d312f979,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2
