,,"HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","Why We Buy: The Science of Shopping, Prof. Chris Andrews","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Forty Studies That Changed Psychology, Prof. Patrick Dolan","Strangers at the Shore: Politics of Immigration, Prof. Sangay Mishra"
,,"Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta","Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta","Sacred Wisdom, Prof. Chris Taylor","The Evolution of the Hero, Prof. John Muccigrosso","Forty Studies That Changed Psychology, Prof. Patrick Dolan","Global Peacebuilding and Interfaith Leadership, Prof. Jonathan Golden"
,,"Music and Meaning, Prof. Treavor Weston","Music and Meaning, Prof. Treavor Weston","Forty Studies That Changed Psychology, Prof. Patrick Dolan","Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Why We Buy: The Science of Shopping, Prof. Chris Andrews"
,,"From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz","Music and Meaning, Prof. Treavor Weston","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz","The American Politician, Prof. Phil Mundo","Weapons of Math Destruction: Living with Algorithms, Prof. Minjoon Kouh",Fifth Choice Selection
,,"Reproduction in the 21st Century, Prof. Tina McKittrick","Reproduction in the 21st Century, Prof. Tina McKittrick","HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan"
,,"Forty Studies That Changed Psychology, Prof. Patrick Dolan","Forty Studies That Changed Psychology, Prof. Patrick Dolan","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Why We Buy: The Science of Shopping, Prof. Chris Andrews","Music and Meaning, Prof. Treavor Weston","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan"
,,"Weapons of Math Destruction: Living with Algorithms, Prof. Minjoon Kouh","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Weapons of Math Destruction: Living with Algorithms, Prof. Minjoon Kouh","Magic Bullets: The Role and Limitations of Science in Medicine, Prof. Adam Cassano","Music and Meaning, Prof. Treavor Weston","American Inequality, Prof. Jason Jordan"
,,"HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","Music and Meaning, Prof. Treavor Weston","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Magic Bullets: The Role and Limitations of Science in Medicine, Prof. Adam Cassano"
,,"Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","The Evolution of the Hero, Prof. John Muccigrosso","Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz"
,,"Why We Buy: The Science of Shopping, Prof. Chris Andrews","Why We Buy: The Science of Shopping, Prof. Chris Andrews","Forty Studies That Changed Psychology, Prof. Patrick Dolan","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Strangers at the Shore: Politics of Immigration, Prof. Sangay Mishra","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder"
,,"Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Forty Studies That Changed Psychology, Prof. Patrick Dolan","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","Magic Bullets: The Role and Limitations of Science in Medicine, Prof. Adam Cassano","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz"
,,"Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","Forty Studies That Changed Psychology, Prof. Patrick Dolan","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","American Inequality, Prof. Jason Jordan"
,,"The Evolution of the Hero, Prof. John Muccigrosso","Forty Studies That Changed Psychology, Prof. Patrick Dolan","The Evolution of the Hero, Prof. John Muccigrosso","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Why We Buy: The Science of Shopping, Prof. Chris Andrews","Music and Meaning, Prof. Treavor Weston"
,,"Why We Buy: The Science of Shopping, Prof. Chris Andrews","Why We Buy: The Science of Shopping, Prof. Chris Andrews","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","#Democracy & Digital Citizenship, Prof. Elias Ortega-Aponte","Forty Studies That Changed Psychology, Prof. Patrick Dolan"
,,"From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz","The Evolution of the Hero, Prof. John Muccigrosso","Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Film and the City, Prof. Muriel Placet-Kouassi"
,,"American Inequality, Prof. Jason Jordan","American Inequality, Prof. Jason Jordan","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Why We Buy: The Science of Shopping, Prof. Chris Andrews","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz"
,,"Film and the City, Prof. Muriel Placet-Kouassi","Film and the City, Prof. Muriel Placet-Kouassi","Sacred Wisdom, Prof. Chris Taylor","Music and Meaning, Prof. Treavor Weston","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele"
,,"From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz","Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta","Reproduction in the 21st Century, Prof. Tina McKittrick","The Evolution of the Hero, Prof. John Muccigrosso"
,,"HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","Magic Bullets: The Role and Limitations of Science in Medicine, Prof. Adam Cassano","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","Latinos/as in Hollywood, Prof. Raul Rosales","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan"
,,"Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Magic Bullets: The Role and Limitations of Science in Medicine, Prof. Adam Cassano","Weapons of Math Destruction: Living with Algorithms, Prof. Minjoon Kouh","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","Why We Buy: The Science of Shopping, Prof. Chris Andrews"
,,"#Democracy & Digital Citizenship, Prof. Elias Ortega-Aponte","#Democracy & Digital Citizenship, Prof. Elias Ortega-Aponte","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","The American Politician, Prof. Phil Mundo","Music and Meaning, Prof. Treavor Weston","Latinos/as in Hollywood, Prof. Raul Rosales"
,,"Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","Film and the City, Prof. Muriel Placet-Kouassi","Global Peacebuilding and Interfaith Leadership, Prof. Jonathan Golden","Sacred Wisdom, Prof. Chris Taylor"
,,"You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Latinos/as in Hollywood, Prof. Raul Rosales","Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz"
,,"Strangers at the Shore: Politics of Immigration, Prof. Sangay Mishra","Strangers at the Shore: Politics of Immigration, Prof. Sangay Mishra","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","American Inequality, Prof. Jason Jordan","Sacred Wisdom, Prof. Chris Taylor","Global Peacebuilding and Interfaith Leadership, Prof. Jonathan Golden"
,,"Shock: The Theatre of The Grand-guignol & Its Legacy, Prof. Andy Elliott","Shock: The Theatre of The Grand-guignol & Its Legacy, Prof. Andy Elliott","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","American Inequality, Prof. Jason Jordan","Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta"
,,"Weapons of Math Destruction: Living with Algorithms, Prof. Minjoon Kouh","Magic Bullets: The Role and Limitations of Science in Medicine, Prof. Adam Cassano","Weapons of Math Destruction: Living with Algorithms, Prof. Minjoon Kouh","Reproduction in the 21st Century, Prof. Tina McKittrick","HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","Forty Studies That Changed Psychology, Prof. Patrick Dolan"
,,"Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","Why We Buy: The Science of Shopping, Prof. Chris Andrews","Weapons of Math Destruction: Living with Algorithms, Prof. Minjoon Kouh","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz"
,,"HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Strangers at the Shore: Politics of Immigration, Prof. Sangay Mishra","Forty Studies That Changed Psychology, Prof. Patrick Dolan","Why We Buy: The Science of Shopping, Prof. Chris Andrews"
,,"The Evolution of the Hero, Prof. John Muccigrosso","The Evolution of the Hero, Prof. John Muccigrosso","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","Forty Studies That Changed Psychology, Prof. Patrick Dolan","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder"
,,"American Inequality, Prof. Jason Jordan","American Inequality, Prof. Jason Jordan","The American Politician, Prof. Phil Mundo","Music and Meaning, Prof. Treavor Weston","#Democracy & Digital Citizenship, Prof. Elias Ortega-Aponte","Strangers at the Shore: Politics of Immigration, Prof. Sangay Mishra"
,,"HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","#Democracy & Digital Citizenship, Prof. Elias Ortega-Aponte","Forty Studies That Changed Psychology, Prof. Patrick Dolan"
,,"Latinos/as in Hollywood, Prof. Raul Rosales","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Latinos/as in Hollywood, Prof. Raul Rosales","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","Forty Studies That Changed Psychology, Prof. Patrick Dolan","#Democracy & Digital Citizenship, Prof. Elias Ortega-Aponte"
,,"Why We Buy: The Science of Shopping, Prof. Chris Andrews","Why We Buy: The Science of Shopping, Prof. Chris Andrews","HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","American Inequality, Prof. Jason Jordan","Magic Bullets: The Role and Limitations of Science in Medicine, Prof. Adam Cassano","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz"
,,"The Evolution of the Hero, Prof. John Muccigrosso","The Evolution of the Hero, Prof. John Muccigrosso","Weapons of Math Destruction: Living with Algorithms, Prof. Minjoon Kouh","Magic Bullets: The Role and Limitations of Science in Medicine, Prof. Adam Cassano","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","Latinos/as in Hollywood, Prof. Raul Rosales"
,,"Magic Bullets: The Role and Limitations of Science in Medicine, Prof. Adam Cassano","Magic Bullets: The Role and Limitations of Science in Medicine, Prof. Adam Cassano","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","Forty Studies That Changed Psychology, Prof. Patrick Dolan","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder"
,,"Music and Meaning, Prof. Treavor Weston","Music and Meaning, Prof. Treavor Weston","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","Shock: The Theatre of The Grand-guignol & Its Legacy, Prof. Andy Elliott","Why We Buy: The Science of Shopping, Prof. Chris Andrews"
,,"Sacred Wisdom, Prof. Chris Taylor","Sacred Wisdom, Prof. Chris Taylor","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","Global Peacebuilding and Interfaith Leadership, Prof. Jonathan Golden","American Inequality, Prof. Jason Jordan","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan"
,,"Magic Bullets: The Role and Limitations of Science in Medicine, Prof. Adam Cassano","Magic Bullets: The Role and Limitations of Science in Medicine, Prof. Adam Cassano","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","Why We Buy: The Science of Shopping, Prof. Chris Andrews","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","Film and the City, Prof. Muriel Placet-Kouassi"
,,"The Evolution of the Hero, Prof. John Muccigrosso","The Evolution of the Hero, Prof. John Muccigrosso","Music and Meaning, Prof. Treavor Weston","Forty Studies That Changed Psychology, Prof. Patrick Dolan","Weapons of Math Destruction: Living with Algorithms, Prof. Minjoon Kouh","Sacred Wisdom, Prof. Chris Taylor"
,,"Sacred Wisdom, Prof. Chris Taylor","Sacred Wisdom, Prof. Chris Taylor","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Magic Bullets: The Role and Limitations of Science in Medicine, Prof. Adam Cassano"
,,"American Inequality, Prof. Jason Jordan","American Inequality, Prof. Jason Jordan","Strangers at the Shore: Politics of Immigration, Prof. Sangay Mishra","The Evolution of the Hero, Prof. John Muccigrosso","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Music and Meaning, Prof. Treavor Weston"
,,"#Democracy & Digital Citizenship, Prof. Elias Ortega-Aponte","#Democracy & Digital Citizenship, Prof. Elias Ortega-Aponte","Why We Buy: The Science of Shopping, Prof. Chris Andrews","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Global Peacebuilding and Interfaith Leadership, Prof. Jonathan Golden","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz"
,,"Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta","Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker"
,,"Sacred Wisdom, Prof. Chris Taylor","Sacred Wisdom, Prof. Chris Taylor","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz","Reproduction in the 21st Century, Prof. Tina McKittrick","The Evolution of the Hero, Prof. John Muccigrosso"
,,"Forty Studies That Changed Psychology, Prof. Patrick Dolan","Forty Studies That Changed Psychology, Prof. Patrick Dolan","Magic Bullets: The Role and Limitations of Science in Medicine, Prof. Adam Cassano","American Inequality, Prof. Jason Jordan","Why We Buy: The Science of Shopping, Prof. Chris Andrews","Reproduction in the 21st Century, Prof. Tina McKittrick"
,,"Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta","Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta","Strangers at the Shore: Politics of Immigration, Prof. Sangay Mishra","Sacred Wisdom, Prof. Chris Taylor","Music and Meaning, Prof. Treavor Weston","Forty Studies That Changed Psychology, Prof. Patrick Dolan"
,,"Forty Studies That Changed Psychology, Prof. Patrick Dolan","Forty Studies That Changed Psychology, Prof. Patrick Dolan","HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","Magic Bullets: The Role and Limitations of Science in Medicine, Prof. Adam Cassano","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","Reproduction in the 21st Century, Prof. Tina McKittrick"
,,"Global Peacebuilding and Interfaith Leadership, Prof. Jonathan Golden","Global Peacebuilding and Interfaith Leadership, Prof. Jonathan Golden","Strangers at the Shore: Politics of Immigration, Prof. Sangay Mishra","American Inequality, Prof. Jason Jordan","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Film and the City, Prof. Muriel Placet-Kouassi"
,,"The American Politician, Prof. Phil Mundo","The American Politician, Prof. Phil Mundo","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","Why We Buy: The Science of Shopping, Prof. Chris Andrews","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","#Democracy & Digital Citizenship, Prof. Elias Ortega-Aponte"
,,"You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Why We Buy: The Science of Shopping, Prof. Chris Andrews","Weapons of Math Destruction: Living with Algorithms, Prof. Minjoon Kouh","Strangers at the Shore: Politics of Immigration, Prof. Sangay Mishra","Global Peacebuilding and Interfaith Leadership, Prof. Jonathan Golden"
,,"#Democracy & Digital Citizenship, Prof. Elias Ortega-Aponte","Music and Meaning, Prof. Treavor Weston","#Democracy & Digital Citizenship, Prof. Elias Ortega-Aponte","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz","Global Peacebuilding and Interfaith Leadership, Prof. Jonathan Golden"
,,"HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","Why We Buy: The Science of Shopping, Prof. Chris Andrews","Film and the City, Prof. Muriel Placet-Kouassi","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta"
,,"The Evolution of the Hero, Prof. John Muccigrosso","The Evolution of the Hero, Prof. John Muccigrosso","Music and Meaning, Prof. Treavor Weston","Film and the City, Prof. Muriel Placet-Kouassi","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz","Forty Studies That Changed Psychology, Prof. Patrick Dolan"
,,"Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","Music and Meaning, Prof. Treavor Weston","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz"
,,"From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz","HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","#Democracy & Digital Citizenship, Prof. Elias Ortega-Aponte","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Shock: The Theatre of The Grand-guignol & Its Legacy, Prof. Andy Elliott"
,,"You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Why We Buy: The Science of Shopping, Prof. Chris Andrews","Forty Studies That Changed Psychology, Prof. Patrick Dolan","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","Reproduction in the 21st Century, Prof. Tina McKittrick"
,,"Strangers at the Shore: Politics of Immigration, Prof. Sangay Mishra","Strangers at the Shore: Politics of Immigration, Prof. Sangay Mishra","The American Politician, Prof. Phil Mundo","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta","Latinos/as in Hollywood, Prof. Raul Rosales"
,,"Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta","Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta","The American Politician, Prof. Phil Mundo","Sacred Wisdom, Prof. Chris Taylor","Forty Studies That Changed Psychology, Prof. Patrick Dolan","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan"
,,"Music and Meaning, Prof. Treavor Weston","Music and Meaning, Prof. Treavor Weston","Film and the City, Prof. Muriel Placet-Kouassi","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Forty Studies That Changed Psychology, Prof. Patrick Dolan","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz"
,,"Shock: The Theatre of The Grand-guignol & Its Legacy, Prof. Andy Elliott","Film and the City, Prof. Muriel Placet-Kouassi","Shock: The Theatre of The Grand-guignol & Its Legacy, Prof. Andy Elliott","Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta","Strangers at the Shore: Politics of Immigration, Prof. Sangay Mishra","Global Peacebuilding and Interfaith Leadership, Prof. Jonathan Golden"
,,"Music and Meaning, Prof. Treavor Weston","Music and Meaning, Prof. Treavor Weston","The American Politician, Prof. Phil Mundo","Strangers at the Shore: Politics of Immigration, Prof. Sangay Mishra","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz"
,,"Global Peacebuilding and Interfaith Leadership, Prof. Jonathan Golden","Forty Studies That Changed Psychology, Prof. Patrick Dolan","Global Peacebuilding and Interfaith Leadership, Prof. Jonathan Golden","Reproduction in the 21st Century, Prof. Tina McKittrick","Strangers at the Shore: Politics of Immigration, Prof. Sangay Mishra","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder"
,,"Music and Meaning, Prof. Treavor Weston","Music and Meaning, Prof. Treavor Weston","American Inequality, Prof. Jason Jordan","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz","Global Peacebuilding and Interfaith Leadership, Prof. Jonathan Golden","Latinos/as in Hollywood, Prof. Raul Rosales"
,,"Global Peacebuilding and Interfaith Leadership, Prof. Jonathan Golden","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Why We Buy: The Science of Shopping, Prof. Chris Andrews","Global Peacebuilding and Interfaith Leadership, Prof. Jonathan Golden","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","American Inequality, Prof. Jason Jordan"
,,"The American Politician, Prof. Phil Mundo","The American Politician, Prof. Phil Mundo","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Film and the City, Prof. Muriel Placet-Kouassi","Strangers at the Shore: Politics of Immigration, Prof. Sangay Mishra","Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta"
,,"Film and the City, Prof. Muriel Placet-Kouassi","Film and the City, Prof. Muriel Placet-Kouassi","Latinos/as in Hollywood, Prof. Raul Rosales","Shock: The Theatre of The Grand-guignol & Its Legacy, Prof. Andy Elliott","From Aphrodite to Lady Pink: Women and Art, Prof. Peggy Kuntz","Music and Meaning, Prof. Treavor Weston"
,,"Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","Why We Buy: The Science of Shopping, Prof. Chris Andrews"
,,"Shock: The Theatre of The Grand-guignol & Its Legacy, Prof. Andy Elliott","Latinos/as in Hollywood, Prof. Raul Rosales","Shock: The Theatre of The Grand-guignol & Its Legacy, Prof. Andy Elliott","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","The Evolution of the Hero, Prof. John Muccigrosso","Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta"
,,"Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele","Music and Meaning, Prof. Treavor Weston","You Are What You Eat: U.S. Food Cultures, Prof. Angie Kirby-Calder","Film and the City, Prof. Muriel Placet-Kouassi","Weapons of Math Destruction: Living with Algorithms, Prof. Minjoon Kouh"
,,"The Evolution of the Hero, Prof. John Muccigrosso","The Evolution of the Hero, Prof. John Muccigrosso","Searching for Hamlet: On the Page, Stage, and Screen, Prof. Dan LaPenta","HIV/AIDS: Biology in a Global Context, Prof. Brianne Barker","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan","Hogwarts, Houses, and Horcruxes: The Psychology of Harry Potter, Prof. Jill Cermele"
,,"Forty Studies That Changed Psychology, Prof. Patrick Dolan","Forty Studies That Changed Psychology, Prof. Patrick Dolan","American Inequality, Prof. Jason Jordan","Four Out of Five Drew Students Recommend this Seminar: Evaluating Survey Research, Prof. Sarah Abramowitz","Why We Buy: The Science of Shopping, Prof. Chris Andrews","Are We Alone? Contact, Communication and Consequences of Extraterrestrial Life, Prof. Alan Rosan"
